SMILES,Surfactant_Type,CMC,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,C20,Temp_Celsius,Ref_CMC,Ref_AW_ST_CMC,SubRef_CMC,SubRef_AW_ST_CMC,Ref_Gamma_max,Ref_Pi_CMC,Ref_Area_min,Ref_pC20,Ref_C20
CCCCCCCCCCCCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,sugar-based non-ionic,0.00000285,5.54515513999149,32.1,0.00000397,0.42,39.7,6.46,0.0000003467,20,10.1006/jcis.2001.7704,10.1016/j.ces.2022.118208,,10.1002/0471670561,10.1006/jcis.2001.7704,10.1006/jcis.2001.7704,10.1006/jcis.2001.7704,10.1006/jcis.2001.7704,10.1006/jcis.2001.7704
CCCCCCCCCCCCCCCCCCN(C)C(=O)COCOCOCO,non-ionic,0.00000285,5.54515514,32.3,0.00000397,0.418271805,39.7,6.46,0.000000352,20,10.1002/9781118228920.ch3,10.1002/9781118228920.ch5,,10.1006/jcis.2001.7704,10.1002/9781118228920.ch5,10.1002/9781118228920.ch5,calculated,10.1006/jcis.2001.7704,
CCCCCCCCCCCCCCCCCCN=Cc1ccc([N+](C)(CC)CC)cc1.[I-],cationic,0.00126,2.899629455,36.8,0.00000631,0.26,35,3.110599743,0.044574214,25,10.1007/s11743-009-1156-0,10.1016/j.ces.2022.118208,,10.1201/9780203911518,10.1007/s11743-009-1156-0,10.1007/s11743-009-1156-0,10.1007/s11743-009-1156-0,calculated,calculated
CCCCCCCCCCCCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,sugar-based non-ionic,0.0000033,5.48148606,33.8,0.00000396,0.42,38.2,6.3,0.000000458,20,10.1021/acs.iecr.6b02890,,10.1006/jcis.2001.7704,,10.1006/jcis.2001.7704,10.1006/jcis.2001.7704,10.1006/jcis.2001.7704,10.1006/jcis.2001.7704,
CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccc(OC)cc2)sc2ccccc21.[Br-],cationic,0.041,1.387216143,39.1,,,32.9,,,25,10.1080/01932691003756902,10.1016/j.ces.2022.118208,,10.1080/01932691003756902,,,,,
CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccccc2)sc2ccccc21.[Br-],cationic,0.102,0.991399828,36.7,,,35.3,,,25,10.1080/01932691003756902,10.1016/j.ces.2022.118208,,10.1080/01932691003756902,,,,,
CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1cccc2ccc(CN3CCCCC3)c(O)c21.[Br-],cationic,0.00025,3.602059991,39,0.00000564,2.94,33,5.94,0.00000115,25,10.1016/j.bmc.2005.07.031,10.1016/j.ces.2022.118208,,10.1016/j.bmc.2005.07.031,10.1016/j.bmc.2005.07.031,10.1016/j.bmc.2005.07.031,10.1016/j.bmc.2005.07.031,10.1016/j.bmc.2005.07.031,
CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1cccc2ccc(CN3CCOCC3)c(O)c21.[Br-],cationic,0.00016,3.795880017,47.5,0.00000296,5.91,24.5,3.12,0.000759,25,10.1016/j.bmc.2005.07.031,10.1016/j.ces.2022.118208,,10.1016/j.bmc.2005.07.031,10.1016/j.bmc.2005.07.031,10.1016/j.bmc.2005.07.031,10.1016/j.bmc.2005.07.031,10.1016/j.bmc.2005.07.031,
CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1oc(C)cc1N=Cc1ccccc1.[Br-],cationic,,,36.5,,,,,,,,10.1016/j.ces.2022.118208,,10.1016/j.corsci.2011.06.029,,,,,
CCCCCCCCCCCCCCCCCCOC(=O)[N+](CC)(CC)CC.[I-],cationic,0.00515,2.288192771,35,0.00000151,1.1,36.78,2.39,0.0044,25,10.3139/113.110437,10.1016/j.ces.2022.118208,,10.3139/113.110437,10.3139/113.110437,10.3139/113.110437,10.3139/113.110437,10.3139/113.110437,10.3139/113.110437
CCCCCCCCCCCCOCCOCCO,non-ionic,0.000033,4.48148606,26.27,0.00000473,0.25,45.7,5.434316688,0.004364216,25,10.1021/acs.jpcb.1c05264,calculated,10.1002/9781118228920,,10.1021/j100393a025,10.1021/j100393a025,10.1021/j100393a025,calculated,calculated
CCCCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,0.000003,5.522878745,,,,,,,24.85,10.1007/s11743-001-0184-2,,,,,,,,
CCCCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,0.0000031,5.508638306,,,,,,,25,10.1002/9781118228920.ch3,,,,,,,,
CCCCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,0.000097,4.013228266,,,,,,,24.85,"['10.1007/s11743-001-0184-2', '10.1002/9781118228920.ch3']",,,,,,,,
CCCCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,0.0000039,5.408935393,,,,,,,24.85,10.1007/s11743-001-0184-2,,,,,,,,
CCCCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,0.00002,4.698970004,,,,,,,24.85,10.1007/s11743-001-0184-2,,,,,,,,
CCCCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],anionic,0.00025,3.602059991,,,,,,,25,10.1002/9781118228920.ch3,,,,,,,,
CCCCCCCCCCCCCCCCCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],anionic,0.00004,4.397940009,,,,,,,25,10.1016/0021-9797(76)90178-8,,,,,,,,
CCCCCCCCCCCCCCCCCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],anionic,0.00005,4.301029996,,,,,,,25,10.1016/0021-9797(76)90178-8,,,,,,,,
CCCCCCCCCCCCCCCCCCOCCOCCOS(=O)(=O)[O-].[Na+],anionic,0.00007,4.15490196,,,,,,,25,10.1016/0021-9797(76)90178-8,,,,,,,,
CCCCCCCCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+],anionic,0.00011,3.958607315,,,,,,,25,10.1016/0021-9797(76)90178-8,,,,,,,,
CCCCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)CCCCCCCC,gemini zwitterionic,0.0000059,5.2291,,,,,,,25,10.1016/j.chemosphere.2011.05.031,,,,,,,,
CCCCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],anionic,0.00011,3.958607315,,,,,,,25,"['10.1016/0021-9797(76)90178-8', '10.1021/ci600462d']",,10.1006/jcis.1996.4680,,,,,,
CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],cationic,0.00035,3.455931956,35,0.00000319,0.52,37,3.82,0.00015,25,10.1016/j.tca.2004.11.009,,,,,,10.1016/j.tca.2004.11.009,,10.1016/j.tca.2004.11.009
CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],cationic,0.00034,3.468521083,37.2,,,34.77,,,25,10.1016/0021-9797(76)90178-8,10.1016/j.ces.2022.118208,,10.1016/j.crci.2018.11.009,,calculated,,,
CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)CN1CCN(CC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC)CC1.[Cl-].[Cl-],gemini cationic,0.000397,3.401209493,40.9,0.000001207,1.38,31.1,4.994,0.0000101,25,10.1080/01932691.2014.986737,10.1016/j.ces.2022.118208,,10.1080/01932691.2014.986737,10.1080/01932691.2014.986737,10.1080/01932691.2014.986737,10.1080/01932691.2014.986737,10.1080/01932691.2014.986737,10.1080/01932691.2014.986737
CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCC(C)(COCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC)COCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Cl-].[Cl-].[Cl-],gemini cationic,0.000049,4.30980392,33,0.00000294,0.57,39,5.39,0.000005,25,10.1007/s11743-007-1052-4,10.1007/s11743-007-1052-4,,10.1007/s11743-007-1052-4,10.1007/s11743-007-1052-4,10.1007/s11743-007-1052-4,,10.1007/s11743-007-1052-4,
CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCCCCCCCCCC.[Cl-],cationic,0.000442,3.35457773065091,41.02,0.00000264,0.63,,,,25,10.1080/01932691.2015.1120676,10.1016/j.ces.2022.118208,,10.1080/01932691.2015.1120676,10.1080/01932691.2015.1120676,,,,
CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,36.4,,,,,,,,10.1016/j.ces.2022.118208,,10.4028/www.scientific.net/AMM.174-177.1433,,,,,
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC.[Br-].[Br-],gemini cationic,0.000590065,3.2291,,,,,,,25,10.1016/j.chemosphere.2011.05.031,,,,,,,,
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCN(CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC)CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,41.2,,,,,,,,10.1016/j.ces.2022.118208,,10.5650/jos.62.213,,,,,
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,38.2,,,,,,,,10.1016/j.ces.2022.118208,,10.5650/jos.62.213,,,,,
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,32.7,,,,,,,,10.1016/j.ces.2022.118208,,10.1016/j.molliq.2017.01.056,,,,,
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCCCCCC(=O)OCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,33.2,,,,,,,,10.1016/j.ces.2022.118208,,10.1016/j.molliq.2017.01.056,,,,,
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.0000014,5.853871964,40,0.000002,2.5,32,6.26,0.00000055,25,"['10.1016/j.crci.2019.04.002', '10.1021/la9904096', '10.1021/la9904096']",10.1016/j.ces.2022.118208,,10.1021/la9904096,10.1021/la9904096,,10.1021/la9904096,10.1021/la9904096,
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCC,gemini zwitterionic,0.0000048,5.3188,,,,,,,25,10.1016/j.chemosphere.2011.05.031,,,,,,,,
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.000001,6,40.9,0.00000139,1.19,31.1,6.466255521,0.001555038,25,"['10.1016/j.chemosphere.2011.05.031', '10.1016/0021-9797(86)90417-0', '10.1016/0021-9797(86)90417-0']",10.1016/j.ces.2022.118208,,10.1016/0021-9797(86)90417-0,10.1016/0021-9797(86)90417-0,,,calculated,calculated
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1cccc(OC)c1.[Cl-],cationic,0.0000361,4.442492798,42.5,0.00000125,1.33,29.5,5.34,0.00000457,25,10.1039/C4RA07363K,10.1016/j.ces.2022.118208,,10.1039/C4RA07363K,10.1039/C4RA07363K,,10.1039/C4RA07363K,10.1039/C4RA07363K,
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,0.000053,4.27572413,40.3,0.00000123,1.35,31.7,5.14,0.00000724,25,10.1039/C4RA07363K,10.1016/j.ces.2022.118208,,10.1039/C4RA07363K,10.1039/C4RA07363K,,10.1039/C4RA07363K,10.1039/C4RA07363K,
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],cationic,0.0091,2.040958608,43.2,0.00000133,1.25,28.8,5.04,0.00000914,25,10.1007/s11743-015-1706-6,10.1016/j.ces.2022.118208,,10.1007/s11743-015-1706-6,10.1007/s11743-015-1706-6,,10.1007/s11743-015-1706-6,10.1007/s11743-015-1706-6,
CCCCCCCCCCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,0.0000105,4.978810701,,,,,,,25,10.1063/5.0051623,,,,,,,,
CCCCCCCCCCCCCCCCCC[N+]1(CC#CC[N+]2(CCCCCCCCCCCCCCCCCC)CCCCC2)CCCCC1.[Br-].[Br-],gemini cationic,0.0000166,4.779891912,,,,,,,25,10.1063/5.0051623,,,,,,,,
CCCCCCCCCCCCCCCCCC[n+]1cccc(COC(=O)CC(O)(CC(=O)OCc2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)C(=O)OCc2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-].[Br-],gemini cationic,0.000095,4.022276395,27.5,0.000000938,1.77,44.8,6.62,0.00000024,25,10.1016/j.molliq.2020.112817,10.1016/j.ces.2022.118208,,10.1016/j.molliq.2020.112817,10.1016/j.molliq.2020.112817,10.1016/j.molliq.2020.112817,10.1016/j.molliq.2020.112817,10.1016/j.molliq.2020.112817,
CCCCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],cationic,0.00024,3.619788758,,,,,,,25,10.1021/acs.jpcb.1c05264,,10.1002/9781118228920,,,,,,
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],cationic,,,40.5,,,,,,,,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2017.07.018,,,,,
CCCCCCCCCCCCCCCCCC[n+]1ccn(CCOC(=O)NCCCC)c1.[Br-],cationic,,,41.5,,,,,,,,10.1016/j.ces.2022.118208,,10.1016/j.molliq.2020.114094,,,,,
CCCCCCCCCCCCCCCCCCc1cc[nH+]cc1.[Cl-],cationic,0.00024,3.619788758,,,,,,,25,10.1021/ie4016232,,,,,,,,
CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,sugar-based non-ionic,0.00002642,4.578,,,,,,,25,10.1021/ie4016232,,,,,,,,
CCCCCCCCCCCCCCCCCC(=O)OCC(O)COCC(O)COCC(O)CO,non-ionic,0.0000113762,4.944,,,,,,,,10.1021/ie4016232,,,,,,,,
CCCCCCCCCCCCCCCCCS(=O)(=O)[O-].[Na+],anionic,0.0002317,3.635073966,,,,,,,25,10.1021/ci600462d,,,,,,,,
CCCCCCCCCCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,sugar-based non-ionic,0.00000774,5.111259039,33.3,0.00000365,0.45,38.5,6.11,0.000000766,20,10.1006/jcis.2001.7704,10.1016/j.ces.2022.118208,,10.1002/0471670561,10.1002/9781118228920.ch5,10.1002/9781118228920.ch5,calculated,10.1006/jcis.2001.7704,
CCCCCCCCCCCCCCCCN=Cc1ccc([N+](C)(CC)CC)cc1.[I-],cationic,0.00073,3.13667714,33,0.00000614,0.27,44,3.407691496,0.033117564,25,10.1007/s11743-009-1156-0,10.1016/j.ces.2022.118208,,10.1201/9780203911518,10.1007/s11743-009-1156-0,10.1007/s11743-009-1156-0,10.1007/s11743-009-1156-0,calculated,calculated
CCCCCCCCCCCCCCCCN(C)C(=O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,sugar-based non-ionic,0.0000093,5.031517051,34.8,0.00000376,0.44,37.2,6,0.000000979,20,10.1021/acs.iecr.6b02890,,10.1006/jcis.2001.7704,,10.1006/jcis.2001.7704,10.1006/jcis.2001.7704,10.1006/jcis.2001.7704,10.1006/jcis.2001.7704,
CCCCCCCCCCCCCCCCNC(=O)C[N+](C)(C)CCNC(=O)COc1ccccc1.[Cl-],cationic,0.0000461,4.336299075,39.8,0.00000188,0.88,32.2,4.9,0.0000126,25,10.1039/C4RA14645J,10.1016/j.ces.2022.118208,,10.1039/C4RA14645J,10.1039/C4RA14645J,10.1039/C4RA14645J,10.1039/C4RA14645J,,10.1039/C4RA14645J
CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)CCCN=Cc1ccccc1O.[Cl-],cationic,,,31.6,,,,,,,,10.1016/j.ces.2022.118208,,10.1039/C5RA21626E,,,,,
CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)CCOCCO.[Cl-],cationic,0.000684,3.164943898,27.7,0.0000011,1.51,44.3,5.06,0.00000873,20,10.1016/j.molliq.2017.12.105,10.1016/j.ces.2022.118208,,10.1016/j.molliq.2017.12.105,10.1016/j.molliq.2017.12.105,10.1016/j.molliq.2017.12.105,10.1016/j.molliq.2017.12.105,10.1016/j.molliq.2017.12.105,
CCCCCCCCCCCCCCCCOC(=O)C[N+](CC)(CC)c1ccc(C=NCCN=Cc2ccc([N+](CC)(CC)CC(=O)OCCCCCCCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,0.00646,2.189767482,42.1,0.00000073,2.266,29.7,3.3400838,0.000457,25,10.1080/01932690903269784,10.1016/j.ces.2022.118208,,10.1080/01932690903269784,10.1080/01932690903269784,10.1080/01932690903269784,10.1080/01932690903269784,,10.1080/01932690903269784
CCCCCCCCCCCCCCCCOC(=O)C[N+]1(C)CCCC1.[Br-],cationic,0.00031,3.508638306,37.1,0.00000185,0.9,34.68,4.21,0.0000616,25,10.1007/s00396-013-2971-4,10.1016/j.ces.2022.118208,,10.1007/s00396-013-2971-4,10.1007/s00396-013-2971-4,10.1007/s00396-013-2971-4,10.1007/s00396-013-2971-4,10.1007/s00396-013-2971-4,10.1007/s00396-013-2971-4
CCCCCCCCCCCCCCCCOC(=O)C[N+]1(C)CCCC1.[Cl-],cationic,0.00037,3.431798276,41,0.00000277,0.6,30.78,3.85,0.000141,25,10.1007/s00396-013-2971-4,10.1016/j.ces.2022.118208,,10.1007/s00396-013-2971-4,10.1007/s00396-013-2971-4,10.1007/s00396-013-2971-4,10.1007/s00396-013-2971-4,10.1007/s00396-013-2971-4,10.1007/s00396-013-2971-4
CCCCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccc(OC)cc2)sc2ccccc21.[Br-],cationic,0.094,1.026872146,39.2,,,32.8,,,25,10.1080/01932691003756902,10.1016/j.ces.2022.118208,,10.1080/01932691003756902,,,,,
CCCCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccccc2)sc2ccccc21.[Br-],cationic,0.106,0.974694135,40.4,,,31.6,,,25,10.1080/01932691003756902,10.1016/j.ces.2022.118208,,10.1080/01932691003756902,,,,,
CCCCCCCCCCCCCCCCOC(=O)C[n+]1cccc(N=Cc2ccc(O)c(OC)c2)c1.[Br-],cationic,0.00056,3.251811973,29.8,0.00000134,1.236,42,3.869666232,0.000135,25,10.1016/j.colsurfa.2011.09.032,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2011.09.032,10.1016/j.colsurfa.2011.09.032,10.1016/j.colsurfa.2011.09.032,10.1016/j.colsurfa.2011.09.032,,10.1016/j.colsurfa.2011.09.032
CCCCCCCCCCCCCCCCOC(=O)C[n+]1cccc2ccc(CN3CCCCC3)c(O)c21.[Br-],cationic,0.0005,3.301029996,42.5,0.00000523,3.17,29.5,5.51,0.00000309,25,10.1016/j.bmc.2005.07.031,10.1016/j.ces.2022.118208,,10.1016/j.bmc.2005.07.031,10.1016/j.bmc.2005.07.031,10.1016/j.bmc.2005.07.031,10.1016/j.bmc.2005.07.031,10.1016/j.bmc.2005.07.031,
CCCCCCCCCCCCCCCCOC(=O)C[n+]1cccc2ccc(CN3CCOCC3)c(O)c21.[Br-],cationic,0.0001,4,45,0.00000289,5.75,27,3.04,0.000912,25,10.1016/j.bmc.2005.07.031,10.1016/j.ces.2022.118208,,10.1016/j.bmc.2005.07.031,10.1016/j.bmc.2005.07.031,10.1016/j.bmc.2005.07.031,10.1016/j.bmc.2005.07.031,10.1016/j.bmc.2005.07.031,
CCCCCCCCCCCCCCCCOC(=O)C[n+]1oc(C)cc1N=Cc1ccccc1.[Br-],cationic,,,37.8,,,,,,,,10.1016/j.ces.2022.118208,,10.1016/j.corsci.2011.06.029,,,,,
CCCCCCCCCCCCCCCCOC(=O)[N+](CC)(CC)CC.[I-],cationic,0.0055,2.259637311,33,0.00000142,1.17,38.78,2.36,0.00447,25,10.3139/113.110437,10.1016/j.ces.2022.118208,,10.3139/113.110437,10.3139/113.110437,10.3139/113.110437,10.3139/113.110437,10.3139/113.110437,10.3139/113.110437
CCCCCCCCCCCCCCCCOCC(O)C[N+](C)(C)CCCC[N+](C)(C)CC(O)COCCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,0.000003,5.522878745,39.2,0.00000191,0.87,32.8,6.12,0.000000758,25,10.1007/s11743-015-1734-2,10.1016/j.ces.2022.118208,,10.1007/s11743-015-1734-2,10.1007/s11743-015-1734-2,,10.1007/s11743-015-1734-2,10.1007/s11743-015-1734-2,
CCCCCCCCCCCCCCCCOCC(O)C[n+]1ccn(C)c1.[Br-],cationic,0.00027,3.568636236,40.7,0.00000208,0.8,31.08,4,0.0001,25,10.1016/j.colsurfa.2011.11.022,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2011.11.022,10.1016/j.colsurfa.2011.11.022,10.1016/j.colsurfa.2011.11.022,10.1016/j.colsurfa.2011.11.022,10.1016/j.colsurfa.2011.11.022,10.1016/j.colsurfa.2011.11.022
CCCCCCCCCCCCCCCCOCC(O)C[n+]1ccn(C)c1.[Cl-],cationic,0.00134,2.872895202,42,0.00000173,0.96,29.78,3.75,0.000177,25,10.1016/j.colsurfa.2011.11.022,10.1016/j.ces.2022.118208,,10.1016/j.colsurfa.2011.11.022,10.1016/j.colsurfa.2011.11.022,10.1016/j.colsurfa.2011.11.022,10.1016/j.colsurfa.2011.11.022,10.1016/j.colsurfa.2011.11.022,10.1016/j.colsurfa.2011.11.022
CCCCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC)c1.[Br-],cationic,0.000053,4.27572413,50.5,0.00000118,0.93,21.74,1.8,0.016,25,10.1016/j.jiec.2014.01.032,10.1016/j.ces.2022.118208,,10.1016/j.jiec.2014.01.032,10.1016/j.jiec.2014.01.032,10.1016/j.jiec.2014.01.032,10.1016/j.jiec.2014.01.032,,10.1016/j.jiec.2014.01.032
CCCCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC)c1.[Cl-],cationic,0.000067,4.173925197,54.2,0.00000111,0.88,17.97,1.96,0.011,25,10.1016/j.jiec.2014.01.032,10.1016/j.ces.2022.118208,,10.1016/j.jiec.2014.01.032,10.1016/j.jiec.2014.01.032,10.1016/j.jiec.2014.01.032,10.1016/j.jiec.2014.01.032,,10.1016/j.jiec.2014.01.032
CCCCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)COCCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,0.0004111,3.386052523,50.1,0.00000201,0.08,21.84,0.46,0.35,25,10.1007/s11743-013-1472-2,10.1016/j.ces.2022.118208,,10.1007/s11743-013-1472-2,10.1007/s11743-013-1472-2,10.1007/s11743-013-1472-2,10.1007/s11743-013-1472-2,,10.1007/s11743-013-1472-2
CCCCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CC[n+]2ccn(CC(O)COCCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,0.000429,3.367542708,48.1,0.00000271,0.06,24.33,0.52,0.299,25,10.1007/s11743-013-1472-2,10.1016/j.ces.2022.118208,,10.1007/s11743-013-1472-2,10.1007/s11743-013-1472-2,10.1007/s11743-013-1472-2,10.1007/s11743-013-1472-2,,10.1007/s11743-013-1472-2
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,non-ionic,0.00000166,5.779891912,31.8,0.0000044,0.38,40.2,,,25,10.1021/acs.jpcb.1c05264,10.1016/j.ces.2022.118208,10.1002/9781118228920,10.1002/0471670561,10.1002/9781118228920.ch5,,,,
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,0.0000017,5.769551079,32.8,0.0000038,0.44,39.2,,,25,10.1021/acs.jpcb.1c05264,10.1016/j.ces.2022.118208,10.1002/9781118228920,10.1002/0471670561,10.1002/9781118228920.ch5,,,,
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,0.0000021,5.677780705,35.8,0.00000313,0.53,36.2,6.584364059,0.001381806,25,10.1021/acs.jpcb.1c05264,10.1016/j.ces.2022.118208,10.1002/9781118228920,10.1002/0471670561,,,10.1111/j.2042-7158.1962.tb10540.x,calculated,calculated
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,0.000002,5.698970004,,,,,,,24.85,10.1007/s11743-001-0184-2,,,,,,,,
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,0.0000023,5.638272164,38.8,0.00000231,0.72,33.2,6.639191351,0.001308085,25,10.1021/acs.jpcb.1c05264,10.1016/j.ces.2022.118208,10.1002/9781118228920,10.1002/0471670561,,,10.1111/j.2042-7158.1962.tb10540.x,calculated,calculated
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,0.0000031,5.508638306,39.8,0.00000205,0.81,32.2,6.551059021,0.001428602,25,10.1021/acs.jpcb.1c05264,10.1016/j.ces.2022.118208,10.1002/9781118228920,10.1002/0471670561,,,10.1111/j.2042-7158.1962.tb10540.x,calculated,calculated
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,,,39.7,,,,,,,,10.1016/j.ces.2022.118208,,10.1016/0021-9797(76)90313-1,,,,,
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,0.000007,5.15490196,,,,,,,24.85,10.1007/s11743-001-0184-2,,,,,,,,
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,0.0000039,5.408935393,44.8,0.00000138,1.2,27.2,6.322818129,0.001794878,25,10.1021/acs.jpcb.1c05264,10.1016/j.ces.2022.118208,10.1002/9781118228920,10.1002/0471670561,,,10.1111/j.2042-7158.1962.tb10540.x,calculated,calculated
